firstname,lastname,email,username,password,profile_picture,dob,number,role,bio,major,minor,school
Jannet,Jennings,Jannet.Jennings@outlook.com,Jannet.Jennings,pbkdf2:sha512:150000$wtwYS7znvb$a5e999ac13e90ae936669d27477ee8e74e2cb7b60579f262462fdafcc741ca76e57e1d30b7b32b6868324c342668ab0d8d5c2d8a78847ecfb17a3b7a5f9b84e9,default.png,03/25/2000,876-539-7770,student,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Atoms are used within a program to denote distinguished values. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",Information Systems,Systems & Network Administration,Shortwood Teachers College
Dylan,Hernandez,Dylan.Hernandez@outlook.com,Dylan.Hernandez,pbkdf2:sha512:150000$PlZ2AaUFuP$fc452b723869719f22fc023c1b9ff93ccbd52377f493c6b57776cffb5f7a958735d4328f3f9f364132931a75718ad8aa827c03f3d0daaee454582f02231393b3,default.png,11/05/1996,876-638-0179,student,"She spent her earliest years reading classic literature, and writing poetry. Haskell features a type system with type inference and lazy evaluation. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",Computer Science,Information Systems,Mico University College
Kerstin,Todd,Kerstin.Todd@yahoo.com,Kerstin.Todd,pbkdf2:sha512:150000$xNP2hSAcDg$2959852a2c0ef81acbd0d4ebf78e7e8cebced8915839f2b361eaaa692b162880687a511c08844e73f243b6a164697d3d659a5a3a6c51520ce78a87e39a1e00c0,default.png,08/01/1998,876-924-5668,student,"Erlang is known for its designs that are well suited for systems. Where are my pants? Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Where are my pants?",Systems & Network Administration,Systems & Network Administration,University of Technology
Shon,Mckee,Shon.Mckee@outlook.com,Shon.Mckee,pbkdf2:sha512:150000$heGbcUNvoQ$8b79cc34a99e3eb3ebaae0573814d8aaa7aacd2bdf1190817da9527393851bccda66541297483a082d45ba616b605e21c8be9bd16febab93b35397052b64a64d,default.png,05/22/1996,876-655-8589,student,"Its main implementation is the Glasgow Haskell Compiler. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Haskell features a type system with type inference and lazy evaluation. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Information Science,Cybersecurity,Shortwood Teachers College
Contessa,Warner,Contessa.Warner@outlook.com,Contessa.Warner,pbkdf2:sha512:150000$sPhcqBCJKY$c6d64b61d61db518fefa906abba3d514a0087a1236399238052a15fd0fe74640e6118046fa42a17094a40e5a09eea61cbb16ebc281d529f1c6ba4d47016c4912,default.png,08/23/2003,876-243-3832,student,"Do you come here often? Ports are used to communicate with the external world. He looked inquisitively at his keyboard and wrote another sentence. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Information Science,Systems & Network Administration,University of the Commonwealth Caribbean
Bebe,Bowers,Bebe.Bowers@gmail.com,Bebe.Bowers,pbkdf2:sha512:150000$oBVBW7mQKj$f87c6d38a0747971fae16f13db8aefd40f2722ca00a43f92ab63ec35f0cd388bd0d1d892a47cd16c227d02055eb061b7eda6553241f139d890181c5f239ef29c,default.png,11/21/1999,876-631-5805,student,"In 1989 the building was heavily damaged by fire, but it has since been restored. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. In 1989 the building was heavily damaged by fire, but it has since been restored. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",Information Science,Systems & Network Administration,Shortwood Teachers College
Carmine,Britt,Carmine.Britt@yahoo.com,Carmine.Britt,pbkdf2:sha512:150000$1vcRFMc28X$fbd9487a98c5f63992cb978a64c96b7fd4cb3e5d5b0a041c2b326b80b57db5d75ab3930cc011779295c2ddceca9d6ba06d4dfb69cbf147a3a90aee9d33ec6feb,default.png,05/20/1996,876-138-8217,student,I don't even care. Haskell features a type system with type inference and lazy evaluation. It is also a garbage-collected runtime system. It is also a garbage-collected runtime system.,Systems & Network Administration,Information Systems,University of Technology
Milton,Shannon,Milton.Shannon@yahoo.com,Milton.Shannon,pbkdf2:sha512:150000$9FExIkgVvM$a9d5112a912a2bb14a63d35b1854e5ba237bc552784bcac25c80222aaa38e7c87b295e78b4794b07a49aec00200e3f6bd905b8c3b78b396f020bbfa959c30677,default.png,09/22/2002,876-098-0649,student,"It is also a garbage-collected runtime system. He looked inquisitively at his keyboard and wrote another sentence. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The arguments can be primitive data types or compound data types.",Information Science,Information Systems,Shortwood Teachers College
Marivel,Hoffman,Marivel.Hoffman@outlook.com,Marivel.Hoffman,pbkdf2:sha512:150000$treJX9IZoO$e01050fdb79894e6a1c9c86066f8147ccd99cb853a8207f7be6fc0ddb6820f1cdb489705ed18c8d48e7ed5d0b55699c4bba7aa66906021fa0ec8891977a01c17,default.png,05/21/1999,876-874-3500,student,"Do you have any idea why this is not working? Erlang is known for its designs that are well suited for systems. Any element of a tuple can be accessed in constant time. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Computer Engineering,Cybersecurity,Shortwood Teachers College
Elwood,Alvarado,Elwood.Alvarado@yahoo.com,Elwood.Alvarado,pbkdf2:sha512:150000$x0niN9DuLc$d81395db97b20175efa4c6aebeb30d404a2c3679b189510d89e8547dc960583d38eac6c576626700f198e85d98db9a133be7974f06c557131c715a0f2bd0cfbd,default.png,07/25/1998,876-115-1804,student,Type classes first appeared in the Haskell programming language. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. He looked inquisitively at his keyboard and wrote another sentence. Do you have any idea why this is not working?,Information Technology,Computer Science,University of the West Indies
Sona,Bray,Sona.Bray@gmail.com,Sona.Bray,pbkdf2:sha512:150000$FVwMwkfnkF$469e28e063ed581fcf9d0bd7a76b8fb8cd0ebf9ab8488c4a594d20b33fee4ab156bcdf20f5efd500b5d60cbcb9a7a9061387af1bb6239b143ccc37ab3bd6a6d1,default.png,08/15/2003,876-689-5941,student,"Do you have any idea why this is not working? Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" She spent her earliest years reading classic literature, and writing poetry. Erlang is known for its designs that are well suited for systems.",Cybersecurity,Systems & Network Administration,St.Joseph Teachers College
Dwayne,Burke,Dwayne.Burke@yahoo.com,Dwayne.Burke,pbkdf2:sha512:150000$y6epunP43t$ad30bc5f474b4e806c6e2ad239f8946d58af67de274c25b2d37234c1a3d920e1de6a29ddef2b836b314e86b99424891269820c18de2a81e4a83a81a15e61fa72,default.png,07/25/1994,876-888-1097,student,"It is also a garbage-collected runtime system. Ports are created with the built-in function open_port. Do you have any idea why this is not working? Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",Computer Engineering,Information Systems,Mico University College
Moon,Moss,Moon.Moss@yahoo.com,Moon.Moss,pbkdf2:sha512:150000$L5nO1sN2R8$2066191783e96535e7daf39fad6e7a55174e08f2a44215e01b1979bfd6681375626688b92e97edf7b51c70ffe8ac1ca6a05259b7f6490028160f61cd961783cd,default.png,09/10/1996,876-199-4369,student,"Atoms are used within a program to denote distinguished values. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Tuples are containers for a fixed number of Erlang data types. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Information Science,Computer Engineering,Mico University College
Jong,Velez,Jong.Velez@gmail.com,Jong.Velez,pbkdf2:sha512:150000$lmRnEbxRdG$2383a234ffab198ab0b22bf1d6d2aa7f4d7a9ad8901ec0cd41d6aa7dd2558983f1d0f4d47e77f3e6808da81d1b3f11f67947f3f06b1b256ce2c7a9c4df12cd55,default.png,05/19/2003,876-385-2272,student,"Its main implementation is the Glasgow Haskell Compiler. Do you come here often? Do you have any idea why this is not working? Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",Computer Engineering,Information Technology,Shortwood Teachers College
Edris,Price,Edris.Price@outlook.com,Edris.Price,pbkdf2:sha512:150000$HyzPWcKIEt$55fa59d4c8d994c7ea1dd2a500017453077df5b0f5d811aac4a8c42dcb0da08c3f0fe7bfffba32fea922fa280af62cfabd056c333c34a934bfedb845d3b785ae,default.png,04/12/2004,876-450-4534,student,The arguments can be primitive data types or compound data types. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Make me a sandwich. Ports are used to communicate with the external world.,Computer Science,Cybersecurity,Shortwood Teachers College
Randal,Schneider,Randal.Schneider@outlook.com,Randal.Schneider,pbkdf2:sha512:150000$PhprzIYIF6$903bf421b8cd190fe67af78308de12f85c626bfe4b9b5ba69530b5486a8bea1f16a7d8a52866e4a36330e14fd5ed42be6877fd7900e579ec8d4a91bf2f5abc2c,default.png,01/27/2003,876-036-2543,student,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Make me a sandwich. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",Information Technology,Computer Science,University of the Commonwealth Caribbean
Andreas,Baldwin,Andreas.Baldwin@yahoo.com,Andreas.Baldwin,pbkdf2:sha512:150000$cifXB63nWG$fe77baf03d15be433ea4123daa68fb940afcf0b03061af379a985c77cf2c4de5aa242271668613f3795e2ffd891dba5dbc0a0e4699fb2e4ab923aede77801fce,default.png,02/06/2004,876-213-2663,student,"I don't even care. The arguments can be primitive data types or compound data types. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Make me a sandwich.",Computer Engineering,Information Technology,University of Technology
Lanie,Nicholson,Lanie.Nicholson@gmail.com,Lanie.Nicholson,pbkdf2:sha512:150000$TOh0iZlTUV$1c974e092ece01cd13f2e800a6d3c867fd8279ea145f96b0c3fa468d679707af9a282f3cae7d265fa0575900a9f77808ad244d822ff311f9861716eb329bceb1,default.png,09/13/2002,876-474-5671,student,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Its main implementation is the Glasgow Haskell Compiler. Any element of a tuple can be accessed in constant time. It is also a garbage-collected runtime system.",Cybersecurity,Cybersecurity,Northern Caribbean University
Earleen,Rhodes,Earleen.Rhodes@gmail.com,Earleen.Rhodes,pbkdf2:sha512:150000$RnSuwwlJP1$c5dd890487b69eb8028d54afb1855751647e96d09dc03753fec6a978431d746d4a7078ee90c08583cfd1ac9fdf6404007636091efc4b517b29d1c4d007d864ad,default.png,11/03/1995,876-591-1892,student,Erlang is known for its designs that are well suited for systems. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,Computer Science,Information Science,University of the West Indies
Shaunte,Wallace,Shaunte.Wallace@yahoo.com,Shaunte.Wallace,pbkdf2:sha512:150000$MtwjNU6WBy$bc4f629d8e31f1eebca7fbd02f6ecd471312671d5644f617202d6e34cebb0e205ed302ea163e2525231b15c5d97f58c3c4734010370dd255937958fb006cf132,default.png,07/21/1997,876-003-3584,student,Type classes first appeared in the Haskell programming language. He looked inquisitively at his keyboard and wrote another sentence. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. It is also a garbage-collected runtime system.,Information Systems,Information Technology,St.Joseph Teachers College
Eura,Montgomery,Eura.Montgomery@gmail.com,Eura.Montgomery,pbkdf2:sha512:150000$i3Q7PHmyYt$d5bba04584d5543873d149c09728999bab3e9d8bf1e3b4be3da7414650450eafd74d05fa057d245148c33e80cc7d0f14375a473d224f1d4085d6d820afae7ef5,default.png,01/07/1997,876-703-3389,student,"Ports are used to communicate with the external world. Tuples are containers for a fixed number of Erlang data types. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. It is also a garbage-collected runtime system.",Cybersecurity,Computer Engineering,Shortwood Teachers College
Erwin,Yates,Erwin.Yates@gmail.com,Erwin.Yates,pbkdf2:sha512:150000$SJr5NU527T$11d89fdce86359bb347284b3f4be0e95f6c2857cfcfaa77b80e6e1dedea898386b70d3016ed6488df34c8603868c459ded46868bcf385b733cd4e8c5e0804bbe,default.png,02/05/2001,876-208-6391,student,"Ports are used to communicate with the external world. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Ports are used to communicate with the external world. Tuples are containers for a fixed number of Erlang data types.",Information Systems,Information Systems,University of the West Indies
Luther,Pope,Luther.Pope@outlook.com,Luther.Pope,pbkdf2:sha512:150000$BQRQMVEo25$aec5ad0338bfc38bf2e9663ba56c7af3fba64b6c05e36c192a22e18d02d59dc7a97148d2091024982e1b2ab76e2e229156e1e9fcfa5605fa223f2b651f36216a,default.png,11/07/1997,876-227-6137,student,"In 1989 the building was heavily damaged by fire, but it has since been restored. The arguments can be primitive data types or compound data types. Type classes first appeared in the Haskell programming language. Haskell features a type system with type inference and lazy evaluation.",Information Technology,Computer Science,University of the Commonwealth Caribbean
Adan,Flores,Adan.Flores@yahoo.com,Adan.Flores,pbkdf2:sha512:150000$pK1ccZnbXW$a778a418ab20c14e00b4945100fd62f7b71b5ac7b5c156e4187e82bb74570b978acc229d2d446b835773775c92a0b3c50b27a66cb4bb7a76c1fcfb1e7fa1110e,default.png,08/29/2003,876-806-8335,student,"He looked inquisitively at his keyboard and wrote another sentence. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Any element of a tuple can be accessed in constant time. Ports are used to communicate with the external world.",Systems & Network Administration,Cybersecurity,University of the West Indies
Maybell,Flores,Maybell.Flores@yahoo.com,Maybell.Flores,pbkdf2:sha512:150000$x918unT9GL$6f4db842c79cd868ba99dfaf68161e2b08fe31e9e22953b1d8fcd1d92ee47e9bc5cb469da4146a99aabebe8055fb3b1432b09af6392b4d5828a42d8eb7ff4648,default.png,05/27/1999,876-659-6747,student,"Tuples are containers for a fixed number of Erlang data types. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Where are my pants? Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",Information Science,Computer Science,Shortwood Teachers College
Anthony,Thompson,Anthony.Thompson@outlook.com,Anthony.Thompson,pbkdf2:sha512:150000$QQIETirtlt$8a9ea0d4ac6982d7fd164272fb80512bffa51f9d52ed1c7bad1cc64729b35660f1c3a0a6e1d5be70e23fc223392f0a60b48e61a55ee484a773b2818a5740fa8c,default.png,09/17/1999,876-834-4347,student,"Type classes first appeared in the Haskell programming language. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Make me a sandwich. Atoms are used within a program to denote distinguished values.",Information Science,Information Science,St.Joseph Teachers College
Britt,Valenzuela,Britt.Valenzuela@outlook.com,Britt.Valenzuela,pbkdf2:sha512:150000$zcrpd8uqU3$23d7beeb6edb865fdc9dd5e41ce19f8385b8eb2fb70e48d09a282805fb1b5644109099bf342723f29021ba532755ddb3f10590c8a84ed0b47a942afa60e0988a,default.png,03/18/2001,876-713-5316,student,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" The arguments can be primitive data types or compound data types. I don't even care. Atoms are used within a program to denote distinguished values.",Information Technology,Cybersecurity,Shortwood Teachers College
Julius,Duffy,Julius.Duffy@yahoo.com,Julius.Duffy,pbkdf2:sha512:150000$C2H0cDAk6Q$f3574fff47801531f59ee81d101b88784886bf6b697876bc3e010500589d272069cf30cbe5190de3ba6f2b5bd8ff5e3277efab8a994256e6dd1bf1d27b6fd0da,default.png,07/12/2004,876-901-0476,student,I don't even care. I don't even care. Any element of a tuple can be accessed in constant time. Its main implementation is the Glasgow Haskell Compiler.,Computer Science,Computer Engineering,Shortwood Teachers College
Roy,Webster,Roy.Webster@yahoo.com,Roy.Webster,pbkdf2:sha512:150000$1nULf87QJ8$9e6ae70d60be0922b040223860b79424200318d1f4eb746bf2b38aa8840f6f31953efaba317a2fe712c8e0d91b924b49ac6b6f91681fd925930332b1b579ff1f,default.png,11/02/2003,876-137-8950,student,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Make me a sandwich. Tuples are containers for a fixed number of Erlang data types. Erlang is known for its designs that are well suited for systems.",Computer Science,Cybersecurity,Mico University College
Wynell,Rowland,Wynell.Rowland@yahoo.com,Wynell.Rowland,pbkdf2:sha512:150000$eK4eXH85E5$8ef1150c164036d68276a986208b1a45702e7b1be37b4d0140cbb1f31cc3ea2ae851e3fb404dae89e58068f3cfdb3c72d72456169f159e673cbb59348023fed0,default.png,04/20/1996,876-552-6839,student,"Its main implementation is the Glasgow Haskell Compiler. Ports are used to communicate with the external world. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Erlang is a general-purpose, concurrent, functional programming language.",Cybersecurity,Computer Engineering,Northern Caribbean University
Leigha,Lancaster,Leigha.Lancaster@yahoo.com,Leigha.Lancaster,pbkdf2:sha512:150000$FDUHEogpkM$3d10b8fead8fae09706e3b193d07f498352610c552b72b536a8cb98546d3c6412776d08e8bd06b52af86c27ae83f1b1faa8c8286c8fd1751dcf57978e31ea699,default.png,04/30/1994,876-566-0327,student,"Tuples are containers for a fixed number of Erlang data types. Where are my pants? Erlang is a general-purpose, concurrent, functional programming language. Do you have any idea why this is not working?",Information Systems,Cybersecurity,Mico University College
Carletta,Quinn,Carletta.Quinn@yahoo.com,Carletta.Quinn,pbkdf2:sha512:150000$QJVko4LWw2$059669e576f58dd05b7c8972bbfcdc627455c04d5c8424d7029eb2b985247e6a7848738cfa5c475106cbbf4a0b06f3613859771675297bbb5a3009e1fc850494,default.png,07/17/2004,876-676-0541,student,"I don't even care. Erlang is a general-purpose, concurrent, functional programming language. The arguments can be primitive data types or compound data types. She spent her earliest years reading classic literature, and writing poetry.",Information Technology,Computer Science,Mico University College
Billye,Cooley,Billye.Cooley@yahoo.com,Billye.Cooley,pbkdf2:sha512:150000$uSU9NLpk4G$104e42aa53f3887ef2bd1b8015a33e2631c858ca8b42193ffe2d5740b5a7c04357b5df556b5fe15dabd484e5d9942597151b9bdceb6b0a5d72941ffae8e2e3b5,default.png,04/04/1997,876-288-0649,student,He looked inquisitively at his keyboard and wrote another sentence. The arguments can be primitive data types or compound data types. I don't even care. Where are my pants?,Computer Engineering,Information Systems,St.Joseph Teachers College
Kimberlie,Mosley,Kimberlie.Mosley@gmail.com,Kimberlie.Mosley,pbkdf2:sha512:150000$k97naW7bfU$9380478b1f27f813324257f28f831122d43aaffd4d421cb7aa36d4d7762910db677c4b9a67557296db093695e241e4bd05b0fb9e18690c14d1484c6e1b217512,default.png,06/24/2002,876-594-4410,student,"Tuples are containers for a fixed number of Erlang data types. Atoms are used within a program to denote distinguished values. In 1989 the building was heavily damaged by fire, but it has since been restored. It is also a garbage-collected runtime system.",Cybersecurity,Computer Engineering,St.Joseph Teachers College
Carlie,Black,Carlie.Black@yahoo.com,Carlie.Black,pbkdf2:sha512:150000$CsJNGj94CQ$d4397eb4da643f41965bc4deecc22ad3182e6d7dd33f6681b3510bdac0639cc0471a4d6420ed7e396681d011326ddd6ad15fda36cfce38aa745eaae008a2b375,default.png,12/11/1998,876-099-8609,student,"He looked inquisitively at his keyboard and wrote another sentence. In 1989 the building was heavily damaged by fire, but it has since been restored. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. She spent her earliest years reading classic literature, and writing poetry.",Information Technology,Cybersecurity,Shortwood Teachers College
Mitch,Goff,Mitch.Goff@yahoo.com,Mitch.Goff,pbkdf2:sha512:150000$xb4rlF0L6N$6ba71664aa6a88d60912a045e0061cff709b74b1f3499e01edf639cdfa72061270ba683db8204f4683a78f2218f180d8ca6686ee08374d481ba3b7e3257f7822,default.png,10/25/2004,876-441-8024,student,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Ports are created with the built-in function open_port.",Information Technology,Cybersecurity,St.Joseph Teachers College
Sonny,Hines,Sonny.Hines@gmail.com,Sonny.Hines,pbkdf2:sha512:150000$EsDEEFNknR$8d3b1b9c62c2352d766186985e074a3ddc46adc15b44644eaafc197db9e50b6e68af6a8ffb1813fafb96337ba49b7227faaa826ea39ba9d013ad09307bdf9753,default.png,11/08/1997,876-275-7682,student,Any element of a tuple can be accessed in constant time. Tuples are containers for a fixed number of Erlang data types. Any element of a tuple can be accessed in constant time. Its main implementation is the Glasgow Haskell Compiler.,Computer Science,Systems & Network Administration,Northern Caribbean University
Marlon,Cameron,Marlon.Cameron@yahoo.com,Marlon.Cameron,pbkdf2:sha512:150000$7HYu5QuqDn$65e93b56df27cd346f6d9b05e3328cff3dfcd88a3b72dea19cfc203418261b6075842bf6b9e9c7621c4b07931d70576fe2bc911cb01bf359988787b597188d45,default.png,01/21/2003,876-417-8486,student,"Do you come here often? Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Atoms are used within a program to denote distinguished values. Atoms are used within a program to denote distinguished values.",Information Science,Information Systems,University of Technology
Nguyet,Walton,Nguyet.Walton@gmail.com,Nguyet.Walton,pbkdf2:sha512:150000$LfdUOn3KFn$9ed9b1f823b4c0e983f47bf734c5cc22ee64fd602cbdb9c4b139c7ef2624256c02543ab6fbea1020e2d248ef89ada2cbea09efaf9f9f5a137b34c354f7a534f5,default.png,01/06/1998,876-314-1338,student,"He looked inquisitively at his keyboard and wrote another sentence. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Where are my pants? He looked inquisitively at his keyboard and wrote another sentence.",Information Science,Systems & Network Administration,Mico University College
Claretta,Combs,Claretta.Combs@yahoo.com,Claretta.Combs,pbkdf2:sha512:150000$rbRZIKeZHz$e7fefe3a79107643a0df13088c230a8ac69d5c972bb2c300f04d6dedfced6668907578c526640e35cbf24af8024832e741bbe0ace27d45875a173f3255076390,default.png,06/11/2001,876-616-9115,student,"Atoms are used within a program to denote distinguished values. Its main implementation is the Glasgow Haskell Compiler. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Do you come here often?",Information Technology,Computer Science,Shortwood Teachers College
Elly,Cole,Elly.Cole@yahoo.com,Elly.Cole,pbkdf2:sha512:150000$eUNX43wqk8$010fcd3349a38b82663f4104874a2bd6faded1afac2226534114a620bf19a91c927b41a8cba8fcf58d821e83637684138ca12c80a53528402b3dbdbb08cea7be,default.png,11/11/2001,876-452-3454,student,"Ports are created with the built-in function open_port. Atoms are used within a program to denote distinguished values. In 1989 the building was heavily damaged by fire, but it has since been restored. Erlang is a general-purpose, concurrent, functional programming language.",Computer Science,Cybersecurity,University of the Commonwealth Caribbean
Rossie,Hurst,Rossie.Hurst@gmail.com,Rossie.Hurst,pbkdf2:sha512:150000$EhjFE4EdNS$87ae7807d410da38d8dba92c2bbcf83e98203229f5161af398230e62a23f793c1d3259d17ab69f66af0989d64e128003738f9f48c733d047a93ee9b0d9a7d849,default.png,04/19/1997,876-264-5369,student,"Where are my pants? She spent her earliest years reading classic literature, and writing poetry. Where are my pants? In 1989 the building was heavily damaged by fire, but it has since been restored.",Computer Science,Computer Engineering,Mico University College
Johnathon,Hammond,Johnathon.Hammond@yahoo.com,Johnathon.Hammond,pbkdf2:sha512:150000$51BL60uXAa$ac458e4cda4d721069bdcad30ec51f863d26a2e7da57463d25880c95a47bf9a81f42275bb88adef6eb42d8da4c9fec21f482aabc6fd5543c35c30213a2e0b5ca,default.png,03/17/2000,876-777-0649,student,"Ports are created with the built-in function open_port. Ports are used to communicate with the external world. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Tuples are containers for a fixed number of Erlang data types.",Information Systems,Computer Engineering,St.Joseph Teachers College
Bruno,Mcfarland,Bruno.Mcfarland@gmail.com,Bruno.Mcfarland,pbkdf2:sha512:150000$NHEwYw7BL3$b7faebe9824f169b75b9b58c776c7da49748cc2fccb899b0fdceac0b36fff687531a70e6d398642648dd4c046b4e5a27cbce6af9c69c9265044e1c7bd1926a4c,default.png,02/26/1999,876-310-0510,student,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. It is also a garbage-collected runtime system. Any element of a tuple can be accessed in constant time.,Computer Engineering,Information Systems,University of Technology
Belia,Glenn,Belia.Glenn@outlook.com,Belia.Glenn,pbkdf2:sha512:150000$VknIRP2vts$8724e62d56fe94d557bbbdfe7f4615a8697cd556918863b7845e2fc4c0c47effdf5a5bd4507cab2a40447eb11e59065b01a75fe18a0bf37b32181378362040ea,default.png,09/27/2000,876-838-1693,student,"Atoms are used within a program to denote distinguished values. Tuples are containers for a fixed number of Erlang data types. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Do you have any idea why this is not working?",Information Systems,Information Science,University of Technology
Xuan,Phillips,Xuan.Phillips@gmail.com,Xuan.Phillips,pbkdf2:sha512:150000$QSv06wCmHf$574429aeda573d913908d9a57ef1b02e7aa75fe8a2aa8f8dc0f7ddab234dcb0b7f3842a75b5a8dd842fbc8ed3a5bd40e14b8d8f3f591eab82fc522abc6604180,default.png,02/07/1994,876-966-3938,student,"Erlang is a general-purpose, concurrent, functional programming language. Erlang is known for its designs that are well suited for systems. In 1989 the building was heavily damaged by fire, but it has since been restored. Where are my pants?",Systems & Network Administration,Cybersecurity,University of the West Indies
Bettyann,Wilson,Bettyann.Wilson@yahoo.com,Bettyann.Wilson,pbkdf2:sha512:150000$IltWgqCRLM$d433d109e9aeb3943bfc1eab7fe472a26f6b47951f3735abeff3c8323faf591ddef74b2d40f4bae05508a36051d1ceafc0ea1e5cab632d3d520ba67532bd3179,default.png,04/19/2003,876-468-8787,student,"Do you have any idea why this is not working? Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Erlang is a general-purpose, concurrent, functional programming language. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",Computer Engineering,Information Systems,University of the Commonwealth Caribbean
Kaley,Macdonald,Kaley.Macdonald@gmail.com,Kaley.Macdonald,pbkdf2:sha512:150000$NOK9hlouGF$4075ca8a15bfe5852c678020d0cebba09abad5dc0b4fd05b13f21b7a87bdbbab512188f3e0eed772adb0b83378d4876269dd5ffb860aae70cedadb9494621e15,default.png,10/04/1994,876-054-0912,student,"Do you have any idea why this is not working? It is also a garbage-collected runtime system. The arguments can be primitive data types or compound data types. She spent her earliest years reading classic literature, and writing poetry.",Information Technology,Systems & Network Administration,St.Joseph Teachers College
Earle,Gaines,Earle.Gaines@outlook.com,Earle.Gaines,pbkdf2:sha512:150000$LV9im2roKq$3adc337a9825582d3ab8b55ad6bb0a5d0645af8327fb8da6335905e3df0ba6b2be703512ca0e66d1b72a779d4e6babd0b96cf317372afef22541ee9e645046a2,default.png,02/10/1996,876-663-9281,student,"Haskell features a type system with type inference and lazy evaluation. Type classes first appeared in the Haskell programming language. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Ports are used to communicate with the external world.",Information Technology,Systems & Network Administration,Shortwood Teachers College
